Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
DOBOJ,,	2016-12-01,,Operational,Unknown,Land (fixed),0-70-1-Doboj|primary,Europe,,Bosnia and Herzegovina,44.72626,18.08891,144,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,"GBON, GOS General:Operational",	2024-06-12,Zeljko Ratkovic
DOBOJ SYNOP,,	1946-01-02,,Operational,Partly operational,Land (fixed),0-70-0-14551|primary,Europe,,Bosnia and Herzegovina,44.72629,18.08904,143,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,13|360,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-23,Zeljko Ratkovic
DOBROSIN,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Dobrosin|primary,Europe,,Bosnia and Herzegovina,43.896907,17.635603,739,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,2|20,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
GABELA,,	2020-09-17,,Operational,Partly operational,Land (fixed),0-70-0-Gabela|primary,Europe,,Bosnia and Herzegovina,43.059498,17.694669,3,GPS,UTC+1,Federal Hydrometeorological Institute,,,,Warm Temperate - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,30|150,RBON:Operational,	2022-12-27,Kemal SEHBAJRAKTAREVIC
GACKO SYNOP,,	1892-08-01,,Operational,Partly operational,Land (fixed),0-70-0-14655|primary,Europe,,Bosnia and Herzegovina,43.16459,18.50949,939,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,,,,,,GOS General:Operational,	2024-07-26,Zeljko Ratkovic
GORAZDE,,	2018-01-12,,Operational,Partly operational,Land (fixed),0-70-0-Gorazde|primary,Europe,,Bosnia and Herzegovina,43.661332,18.979018,364,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,30|40,"GBON:Operational, GOS General:Operational",	2021-09-01,Kemal SEHBAJRAKTAREVIC
GORNJI KAMENGRAD,,	2016-12-13,,Operational,Partly operational,Land (fixed),0-70-0-GKamengrad|primary,Europe,,Bosnia and Herzegovina,44.797819,16.542219,246,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is Vaisala,,,,,2|50,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
GORNJI VAKUF,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-GornjiVakuf|primary,Europe,,Bosnia and Herzegovina,43.937036,17.580156,666,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,30|60,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
GRACANICABU,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-GracanicaBu|primary,Europe,,Bosnia and Herzegovina,44.002211,17.495454,600,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,10|60,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
GRACANICATZ,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-GracanicaTZ|primary,Europe,,Bosnia and Herzegovina,44.705285,18.315742,259,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Mosaic grassland (50-70%) / forest or shrubland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,60|150,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
GRADACAC,,	1985-07-17,,Operational,Operational,Land (fixed),0-20000-0-14554|primary,Europe,,Bosnia and Herzegovina,44.85914,18.441813,225,,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,50|220,"GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational",	2024-07-12,Mirza Tahmaz
GRUDE,,	2017-03-28,,Operational,Unknown,Land (fixed),0-70-0-Grude|primary,Europe,,Bosnia and Herzegovina,43.363641,17.414926,256,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is MICROSTEP-MIS,,,,,20|40,GOS General:Operational,	2020-12-07,Kemal SEHBAJRAKTAREVIC
HAJDUCKE VODE,,	2019-09-01,,Operational,Partly operational,Land (fixed),0-70-1-HajduckeVode|primary,Europe,,Bosnia and Herzegovina,44.59531,17.59891,802,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
HAN PIJESAK,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-HanPijesak|primary,Europe,,Bosnia and Herzegovina,44.08624,18.95093,1125,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,"GBON:Operational, GOS General:Operational",	2024-06-12,Zeljko Ratkovic
IVAN SEDLO,,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14650|primary,Europe,,Bosnia and Herzegovina,43.751157,18.036256,970,GPS,UTC+1,Federal Hydrometeorological Institute,,,CryoNet station attribute: reference,,,,,3|500,"GCW CryoNet station:Operational, GOS General:Operational",	2024-08-19,Mirza Tahmaz
JABLANICA LENDAVA,,	2020-06-30,,Operational,Unknown,Land (fixed),0-70-5-JABLLENDAVA|primary,Europe,,Bosnia and Herzegovina,43.667982,17.777021,278,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
JAJCE,,	1892-01-01,,Operational,Unknown,Land (fixed),0-20000-0-14543|primary,Europe,,Bosnia and Herzegovina,44.343313,17.268016,421,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,13|45,"GCW CryoNet station:Operational, GOS General:Operational",	2024-07-12,Mirza Tahmaz
KAKANJ,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Kakanj|primary,Europe,,Bosnia and Herzegovina,44.128975,18.123748,449,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,40|600,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
KALESIJA,,	2020-10-08,,Operational,Partly operational,Land (fixed),0-70-0-Kalesija|primary,Europe,,Bosnia and Herzegovina,44.43418,18.885064,250,,UTC+1,Federal Hydrometeorological Institute,,,,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of middle altitude,50|200,RBON:Operational,	2022-12-27,Kemal SEHBAJRAKTAREVIC
KALINOVIK,,	2016-11-01,,Operational,Silent,Land (fixed),0-70-1-Kalinovik|primary,Europe,,Bosnia and Herzegovina,43.50234,18.44656,1070,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
KARAULA KLADANJ,,	2020-06-25,,Operational,Unknown,Land (fixed),0-70-5-KARAKLADANJ|primary,Europe,,Bosnia and Herzegovina,44.185782,18.674035,903,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
KARAULA ZEPCE,,	2020-06-20,,Operational,Unknown,Land (fixed),0-70-5-KARAZEPCE|primary,Europe,,Bosnia and Herzegovina,44.450192,18.058101,303,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
KISELJAK,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Kiseljak|primary,Europe,,Bosnia and Herzegovina,43.946158,18.076127,471,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,25|150,"GBON:Operational, GOS General:Operational",	2024-05-31,Mirza Tahmaz
KLADANJ,,	2018-01-12,,Operational,Partly operational,Land (fixed),0-70-0-Kladanj|primary,Europe,,Bosnia and Herzegovina,44.231031,18.699573,556,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,13|20,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
KOMAR,,	2020-07-05,,Operational,Unknown,Land (fixed),0-70-5-KOMAR|primary,Europe,,Bosnia and Herzegovina,44.212685,17.479854,866,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
KOPRIVNICA KUPRES,,	2020-06-18,,Operational,Unknown,Land (fixed),0-70-5-KOPRKUPRES|primary,Europe,,Bosnia and Herzegovina,44.012632,17.286893,1321,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
KOTOR VAROS,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-KotorVaros|primary,Europe,,Bosnia and Herzegovina,44.60949,17.38862,268,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
KRUPA NA UNI,,	2016-12-13,,Operational,Unknown,Land (fixed),0-70-1-KrupaNU|primary,Europe,,Bosnia and Herzegovina,44.89124,16.32002,305,,,,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,GOS General:Operational,	2020-12-09,Kemal SEHBAJRAKTAREVIC
KRUPA NA VRBASU,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-KrupaNV|primary,Europe,,Bosnia and Herzegovina,44.61528,17.14425,208,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
KUPRES,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Kupres|primary,Europe,,Bosnia and Herzegovina,43.989599,17.276221,1174,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,10|15,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
Knezevo,BOROJEVICI,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-Borojevici|primary,Europe,,Bosnia and Herzegovina,44.49183,17.377491,855,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
LIVNO,,	1893-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14640|primary,Europe,,Bosnia and Herzegovina,43.822593,17.001041,722,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,10|31,"GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational",	2024-04-19,Mirza Tahmaz
MAGLAJ,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Maglaj|primary,Europe,,Bosnia and Herzegovina,44.55078,18.093809,174,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of middle altitude,25|30,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
MAJEVAC,,	2016-01-01,,Operational,Partly operational,Land (fixed),0-70-1-Majevac|primary,Europe,,Bosnia and Herzegovina,44.24021,17.02607,468,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
MAKLJEN,,	2020-06-15,,Operational,Unknown,Land (fixed),0-70-5-MAKLJEN|primary,Europe,,Bosnia and Herzegovina,43.845183,17.593117,1125,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-15,Kemal SEHBAJRAKTAREVIC
MANJACA,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-Manjaca|primary,Europe,,Bosnia and Herzegovina,44.66326,17.00554,543,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
MILICI,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Milici|primary,Europe,,Bosnia and Herzegovina,44.16279,19.06993,270,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
MLJECANICA,BANJA MLJECANICA,	2016-12-13,,Operational,Silent,Land (fixed),0-70-1-BanjaMljecanica|primary,Europe,,Bosnia and Herzegovina,45.09812,16.74335,162,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
MODRICA,,	2019-09-01,,Operational,Partly operational,Land (fixed),0-70-1-Modrica|primary,Europe,,Bosnia and Herzegovina,44.94507,18.32215,105,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
MOSCANICA,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Moscanica|primary,Europe,,Bosnia and Herzegovina,43.883801,18.479966,825,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of middle altitude,500|700,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
