Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
MACOMER SA' CRABARZA,,	1952-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16524|primary,Europe,,Italy,40.2555555556,8.7358333333,585,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
MARINA DI GINOSA,,	1966-11-21,,Operational,Operational,Land (fixed),0-20000-0-16325|primary,Europe,,Italy,40.4244444444,16.8866666667,1.3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);METAR;PH;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
MARTINA FRANCA,,	1962-01-01,,Operational,Silent,Land (fixed),0-20000-0-16318|primary,Europe,,Italy,40.6427777778,17.2061111111,413,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2019-08-22,Piero Serra
MATERA,,	2004-10-12,,Operational,Partly operational,Land (fixed),0-20000-0-16314|primary,Europe,,Italy,40.6752777778,16.6561111111,496,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
MESSINA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16420|primary,Europe,,Italy,38.1997222222,15.5488888889,50.5,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;METAR;OZONE;RBCN;RBSN(S);SEA/SWELL;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations; Sea and swell observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-12-18,Piero Serra
MEZZO GREGORIO,,,,Operational,Silent,Land (fixed),0-20000-0-16465|primary,Europe,,Italy,36.9658333333,14.9577777778,638,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
MILANO MALPENSA,,	1998-12-31,,Operational,Operational,Land (fixed),0-20000-0-16066|primary,Europe,,Italy,45.63,8.7230555556,234,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-06,Piero Serra
MILANO/LINATE (16080-0),,	1955-01-01,,Operational,Operational,Land (fixed),0-20000-0-16080|primary,Europe,,Italy,45.4494444444,9.2783333333,108,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2024-02-06,Piero Serra
MILANO/LINATE (16081-0),,	2002-04-11,,Silent,Unknown,Land (fixed),0-20000-0-16081|primary,Europe,,Italy,45.46,9.2583333333,107,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Stand-by,	2023-12-22,Piero Serra
MONDOVI,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-16114|primary,Europe,,Italy,44.3902777778,7.8291666667,559,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
MONTE ARGENTARIO,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-16168|primary,Europe,,Italy,42.3869444444,11.1697222222,630.7,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2019-08-22,Piero Serra
MONTE BISBINO,,	1961-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16073|primary,Europe,,Italy,45.8733333333,9.0652777778,1322,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
MONTE CALAMITA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-16197|primary,Europe,,Italy,42.7311111111,10.3955555556,396,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;METAR;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-12-02,Piero Serra
MONTE CIMONE,,	1937-01-01,,Operational,Operational,Land (fixed),0-20000-0-16134|primary,Europe,,Italy,44.19353,10.700807,2165,,UTC+1,Servizio Meteorologico (Meteorological Service of the Italian Air Force),http://www.meteoam.it/ta/infoStazione/LIVC/monte_cimone,,"The weather station is part of the WMO Global Network. It is located on the peak of Mount Cimone (2165 mt. above sea level). Data are available from 01/01/1946. Starting from November 2019, the weather station is completely automatic so parameters as ceiling, phenomenology, cloud type and cover are not more available.",Warm Temperate - Fully humid - Hot summer,Grasslands(Surface cover types (IGBP)),"Smooth (Mud flats, snow; no vegetation, no obstacles)",A hilltop at highest relative elevation within mountains of high altitude,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-06-14,Daniele Biron
MONTE S. ANGELO,,,,Operational,Partly operational,Land (fixed),0-20000-0-16258|primary,Europe,,Italy,41.7083333333,15.9477777778,838,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;GSN;M;METAR;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
MONTE SCURO,,	1952-01-01,,Operational,Operational,Land (fixed),0-20000-0-16344|primary,Europe,,Italy,39.3305555556,16.3963888889,1669,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);M;METAR;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-08-22,Piero Serra
MONTE SETTEPANI,,	2003-10-24,,Operational,Silent,Land (fixed),0-20000-0-16111|primary,Europe,,Italy,44.2425,8.2011111111,1381,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
MONTE TERMINILLO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16219|primary,Europe,,Italy,42.4666666667,12.9833333333,1874,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);M;METAR;MONT;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-11-24,Piero Serra
Moncalieri Collegio Carlo Alberto,,	1859-01-01,,Operational,Silent,Land (fixed),0-380-7-1|primary,Europe,,Italy,45,7.6825,248,GPS,UTC+1,SOCIETA' METEOROLOGICA ITALIANA,http://www.nimbus.it/moncalieri/moncalieri.asp,www.nimbus.it;  info@nimbus.it,,Warm Temperate - Fully humid - Hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),Chaotic (City centre with high and low-rise buildings),A slope at middle relative elevation within hills of middle altitude,,Non-affiliated:Operational,	2018-12-20,Piero Serra
Monte Cimone,,	1937-01-01,,Operational,Unknown,Land (fixed),0-20008-0-CMN|primary,Europe,,Italy,44.193425,10.700963,2165,From map,UTC+1,,https://www.meteoam.it/it/centro-aeronautica-militare-montagna,https://cimone.isac.cnr.it/,"The Operative Base of the Mountain Air Force Center (CAMM - Monte Cimone) is on a North Appenine mountain peak with completly free horizon. No local sources of contamination. No access by road. Operational activity starts in 1978 with the beginning of CO2 concentration measurement. It is the second longer data serie worldwide. Prevaling wind directions: SSW and NE. The Center hosts since 1983 the ""Ottavio Vittori"" observatory which is managed by CNR-ISAC (National Research Council of Italy/Institute of Atmospheric Sciences and Climate).",Warm Temperate - Fully humid - Hot summer,Grasslands(Surface cover types (IGBP)),(inapplicable),A hilltop at highest relative elevation within mountains of high altitude,,"AGAGE:Operational, EMEP:Operational, GAW Global:Operational, ICOS",	2024-04-23,Alex Vermeulen
Monte Curcio,MCU,	2014-12-01,,Operational,Unknown,Land (fixed),0-20008-0-CUR|primary,Europe,,Italy,39.315972,16.42325,1796,,UTC+1,,http://mtcurcio.iia.cnr.it/,,"The Monte Curcio CNR-IIA station is a Climatic-Environmental Observatory located in a strategic and isolated position within the Sila Grande area, one of the main three areas making-up the Sila National Park, which is officially recognized, since June 2014, as the Tenth Reserve of Italian Biosphere. It is characterized by no local sources of contamination and no access by road and it is 200 m from a ski resort and from the cable car arrival point of the surrounding ski area. The operative station is situated at 1796 m a.s.l. on a southern Appenine mountain peak with completely free horizon, thus allowing to gain atmospheric monitoring measurements with a large spatial representativeness. It is interestingly placed on the middle of the Mediterranean basin, around 30 and 60 km from the Tyrrenian and the Ionian Sea, respectively. Due to its elevation and position, the Mt. Curcio station is even able to intercept dust plumes from the Saharan desert as well as volcanic ashes and gases from Stromboli and Mt. Etna volcanoes, located at around 120 km south-easterly and 220 km south-south easterly from the atmospheric monitoring site, respectively.",Warm temperate - Dry and hot summer,,,,5|900,GAW Regional:Operational,	2021-05-07,Mariantonia Bencardino
NAPOLI/CAPODICHINO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16289|primary,Europe,,Italy,40.8844444444,14.2908333333,90,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, RBON:Operational",	2024-02-06,Piero Serra
NOVARA/CAMERI,,	1957-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16064|primary,Europe,,Italy,45.53,8.6666666667,178,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-08,Piero Serra
OLBIA COSTA SMERALDA,,	1969-05-01,,Operational,Unknown,Land (fixed),0-20000-0-16531|primary,Europe,,Italy,40.8986111111,9.5177777778,11,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-30,Piero Serra
ORTE,,	2000-02-09,,Operational,Operational,Land (fixed),0-20000-0-16217|primary,Europe,,Italy,42.4713888889,12.3422222222,74,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2023-01-04,Piero Serra
OTRANTO,,	1952-01-01,,Operational,Silent,Land (fixed),0-20000-0-16334|primary,Europe,,Italy,40.1108333333,18.5122222222,79,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2019-08-22,Piero Serra
Osservatorio Astronomico di Brera Milano,,	1763-01-01,,Operational,Unknown,Land (fixed),0-380-11-1|primary,Europe,,Italy,45.4716,9.1891,142,GPS,UTC+1,Agenzia Regionale per la Protezione Ambientale - Lombardia,,,,,,,A flat (unknown) relative elevation (unknown) of low altitude,1300|4100,Centennial Observing Stations:Operational,	2021-09-29,Piero Serra
PAGANELLA,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-16022|primary,Europe,,Italy,46.1597222222,11.0341666667,2125,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;GSN;M;METAR;MONT;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-08-22,Piero Serra
PALERMO BOCCADIFALCO,,,,Operational,Unknown,Land (fixed),0-20000-0-16409|primary,Europe,,Italy,38.1119444444,13.3116666667,120,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PALERMO PUNTA RAISI,,	1960-04-11,,Operational,Operational,Land (fixed),0-20000-0-16405|primary,Europe,,Italy,38.1819444444,13.0994444444,20,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;C;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
PANTELLERIA,,	1961-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16470|primary,Europe,,Italy,36.8138888889,11.9711111111,191.4,,,Ente Nazionale per l'Assistenza al Volo - ATM/Met,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-30,Piero Serra
PARMA,,	1890-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16130|primary,Europe,,Italy,44.8172222222,10.2969444444,50,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PARMA PANNOCCHIA,,,,Operational,Unknown,Land (fixed),0-20000-0-16131|primary,Europe,,Italy,44.6833333333,10.3125,180,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
PASSO DEI GIOVI (16119-0),,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16119|primary,Europe,,Italy,44.5522222222,8.9375,487,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-18,Piero Serra
PASSO DEI GIOVI (16126-0),,,,Operational,Unknown,Land (fixed),0-20000-0-16126|primary,Europe,,Italy,44.5522222222,8.9375,487,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PASSO DELLA CISA,,	1923-12-30,	2018-04-20,Closed,Unknown,Land (fixed),0-20000-0-16124|primary,Europe,,Italy,44.4719444444,9.9286111111,1039,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;MONT;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,GOS General:Closed,	2023-06-19,Piero Serra
PASSO PORRETTA,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16135|primary,Europe,,Italy,44.0283333333,11.0041666667,1313,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PASSO ROLLE,,	1961-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16021|primary,Europe,,Italy,46.2977777778,11.7866666667,2004,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;MONT;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-21,Piero Serra
PERDASDEFOGU,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-16541|primary,Europe,,Italy,39.6747222222,9.4430555556,608,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SERVICE TEMPORARILY DISCONTINUED (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-27,Piero Serra
PERUGIA S. EGIDIO (16181-0),,,,Operational,Unknown,Land (fixed),0-20000-0-16181|primary,Europe,,Italy,43.0972222222,12.5102777778,212,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
PERUGIA S. EGIDIO (16182-0),,,,Operational,Unknown,Land (fixed),0-20000-0-16182|primary,Europe,,Italy,43.0925,12.5047222222,204,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PESCARA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16230|primary,Europe,,Italy,42.4372222222,14.1872222222,15,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-30,Piero Serra
PIACENZA S. DAMIANO,,	1890-01-01,,Operational,Operational,Land (fixed),0-20000-0-16084|primary,Europe,,Italy,44.9091666667,9.7277777778,138,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2023-12-07,Piero Serra
PIAN ROSA,,	1952-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16052|primary,Europe,,Italy,45.935,7.7061111111,3480,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;M;METAR;MONT;RBCN;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational",	2019-08-22,Piero Serra
PISA S. GIUSTO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16158|primary,Europe,,Italy,43.6825,10.3955555556,2,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;PH;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-12-02,Piero Serra
PONZA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16280|primary,Europe,,Italy,40.9119444444,12.9569444444,184,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
PORTO TORRES,,,,Operational,Unknown,Land (fixed),0-20000-0-16504|primary,Europe,,Italy,40.8391666667,8.4052777778,6,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PRATICA DI MARE,,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-16245|primary,Europe,,Italy,41.6555555556,12.4480555556,12.3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;PH;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
PRIZZI,,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16434|primary,Europe,,Italy,37.7227777778,13.4280555556,1034,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;MONT;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,GOS General:Operational,	2023-12-27,Piero Serra
PUNTA ALICE,,,,Operational,Unknown,Land (fixed),0-20000-0-16342|primary,Europe,,Italy,39.3986111111,17.1527777778,3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
PUNTA MARINA,,	1968-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16146|primary,Europe,,Italy,44.4413888889,12.2961111111,2,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2019-08-22,Piero Serra
RADICOFANI,,	1961-01-01,,Silent,Operational,Land (fixed),0-20000-0-16204|primary,Europe,,Italy,42.8961111111,11.7677777778,816,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Stand-by,	2024-01-12,Piero Serra
REGGIO CALABRIA,,	1952-01-01,,Operational,Operational,Land (fixed),0-20000-0-16422|primary,Europe,,Italy,38.0719444444,15.6536111111,29,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;C;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
RIETI,,	1984-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16221|primary,Europe,,Italy,42.4266666667,12.85,390,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
