Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Efkarpia,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-efkarpia|primary,Europe,,Greece,41.07305556,22.90777778,275,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Elassona,,	2018-06-19,,Operational,Operational,Land (fixed),0-300-1-elassona|primary,Europe,,Greece,39.8928602,22.1811556,282,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Elati,,	2009-11-10,,Operational,Unknown,Land (fixed),0-300-1-elati|primary,Europe,,Greece,37.627,22.148,1207,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Elefsina,,	2016-02-11,,Operational,Operational,Land (fixed),0-300-1-elefsina|primary,Europe,,Greece,38.044738,23.540392,10,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Eleftheroupoli,,	2013-11-12,,Operational,Operational,Land (fixed),0-300-1-eleftheroupoli|primary,Europe,,Greece,40.9167,24.2583,65,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Eleoussa,,	2017-05-13,,Operational,Operational,Land (fixed),0-300-1-eleoussa|primary,Europe,,Greece,39.713556,20.7925,475,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Elos,,	2014-12-01,,Operational,Operational,Land (fixed),0-300-1-elos|primary,Europe,,Greece,35.364059,23.638524,535,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Embonas,,	2014-04-10,,Operational,Operational,Land (fixed),0-300-1-embonas|primary,Europe,,Greece,36.224385,27.855402,430,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Episkopiko,,	2021-03-23,,Operational,Operational,Land (fixed),0-300-1-episkopiko|primary,Europe,,Greece,39.545202,20.853556,494,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Eptalofos,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-eptalofos|primary,Europe,,Greece,41.00944444,23.01444444,452,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Eptapyrgio,,	2018-05-02,,Operational,Operational,Land (fixed),0-300-1-eptapyrgio|primary,Europe,,Greece,40.64424,22.95844,175,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ethniko Kolymvitirio,,	2002-08-16,,Operational,Operational,Land (fixed),0-300-0-16785|primary,Europe,,Greece,37.9693,23.7359,73.71,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2022-10-19,Nick KALAMARAS
Evdilos,,	2015-12-01,,Operational,Operational,Land (fixed),0-300-1-evdilos|primary,Europe,,Greece,37.62613,26.16856,74,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-21,Nick KALAMARAS
FLORINA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-16613|primary,Europe,,Greece,40.8047,21.4281,619.4,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);M;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
Falasarna,,	2010-03-21,,Operational,Operational,Land (fixed),0-300-1-falasarna|primary,Europe,,Greece,35.49241,23.582025,10,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Faliro,,	2012-04-06,,Operational,Operational,Land (fixed),0-300-1-faliro|primary,Europe,,Greece,37.92937,23.693036,25,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Faraggi moires,,	2021-02-20,,Operational,Unknown,Land (fixed),0-300-1-faraggimoires|primary,Europe,,Greece,40.703828,21.804322,579,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Filiatra,,	2015-10-26,,Operational,Operational,Land (fixed),0-300-1-filiatra|primary,Europe,,Greece,37.161,21.58534444,65,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Finokalia (NOA),,	2014-09-12,,Operational,Operational,Land (fixed),0-300-1-finokalia|primary,Europe,,Greece,35.3355,25.6672,250,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Florina (NOA),,	2007-06-09,,Operational,Operational,Land (fixed),0-300-1-florina|primary,Europe,,Greece,40.794947,21.420556,637,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Folegandros,,	2021-11-24,,Operational,Operational,Land (fixed),0-300-1-folegandros|primary,Europe,,Greece,36.627644,24.921931,200,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Fourfouras,,	2010-01-17,,Operational,Operational,Land (fixed),0-300-1-fourfouras|primary,Europe,,Greece,35.210347,24.710695,471,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Fournoi,,	2012-07-06,,Operational,Operational,Land (fixed),0-300-1-fournoi|primary,Europe,,Greece,37.577412,26.479984,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Fragmapotamon,,	2008-08-23,,Operational,Unknown,Land (fixed),0-300-1-fragmapotamon|primary,Europe,,Greece,35.28365,24.56517,240,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Fyska,,	2021-03-28,,Operational,Unknown,Land (fixed),0-300-1-fyska|primary,Europe,,Greece,41.109167,22.99333,375,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Galaxidi,,	2013-11-18,,Operational,Operational,Land (fixed),0-300-1-galaxidi|primary,Europe,,Greece,38.375,22.39,80,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gavalou,,	2008-09-01,,Operational,Operational,Land (fixed),0-300-1-gavalou|primary,Europe,,Greece,38.5293,21.5304,55,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gavdos,,	2008-10-31,,Operational,Operational,Land (fixed),0-300-0-16630|primary,Europe,,Greece,34.8596,24.0879,114.5,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Gerakas,,	2019-07-23,,Operational,Operational,Land (fixed),0-300-1-gerakas|primary,Europe,,Greece,38.0234794,23.854052,236,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Geraki,,	2013-06-28,,Operational,Operational,Land (fixed),0-300-1-geraki|primary,Europe,,Greece,36.99226,22.706062,330,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Giannitsa,,	2007-10-22,,Operational,Operational,Land (fixed),0-300-1-giannitsa|primary,Europe,,Greece,40.7667,22.3167,35,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Glossa,,	2018-06-07,,Operational,Operational,Land (fixed),0-300-1-glossa|primary,Europe,,Greece,39.17442903,23.61824454,199,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gonnoi,,	2019-03-16,,Operational,Operational,Land (fixed),0-300-1-gonnoi|primary,Europe,,Greece,39.863342,22.469611,111,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gortyna,,	2018-02-13,,Operational,Operational,Land (fixed),0-300-1-gortyna|primary,Europe,,Greece,35.0629874,24.9387288,185,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Grevena,,	2008-12-12,,Operational,Operational,Land (fixed),0-300-1-grevena|primary,Europe,,Greece,40.0866,21.442,510,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gynaikokastro,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-gynaikokastro|primary,Europe,,Greece,40.91472222,22.74916667,76,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Gytheio,,	2021-09-07,,Operational,Operational,Land (fixed),0-300-1-gytheio|primary,Europe,,Greece,36.796448,22.512435,47,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
HERAKLEION (AIRPORT),,	1935-01-01,,Operational,Operational,Land (fixed),0-20000-0-16754|primary,Europe,,Greece,35.3352777778,25.1819444444,35.05,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;RBSN(ST);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none. NOTE: Upper-air station is NOT affiliated to GBON.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational",	2023-05-31,Nick KALAMARAS
Harokopio-Athens,,	2016-10-09,,Operational,Operational,Land (fixed),0-300-1-harokopioathens|primary,Europe,,Greece,37.960965,23.707923,37,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Helexpo,,	2018-09-07,,Operational,Operational,Land (fixed),0-300-1-helexpo|primary,Europe,,Greece,40.62929,22.95531,29,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Helmos Mt,Helmos Atmospheric Aerosol & Climate Station,	2015-10-16,,Operational,Unknown,Land (fixed),0-20008-0-HAC|primary,Europe,,Greece,37.984265,22.196262,2314,From map,UTC+2,National Centre for Scientific Research Demokritos,http://www2.ipta.demokritos.gr/DEM-HAC-MET/Meteo.html,ebas.nilu.no,The Station is located on the ridge of one of the major Mountain Helmos peaks at 2314 meters asl. The site is above the tree line at a barren rocky landscape with low shrub vegetation. Between November and May the site is usually covered by snow and is accessible through the nearby ski lift and track. The National Observatory operates an Optical Telescope at a distance of 400m. On average temperature ranges from -10 in winter to 20 Celsius in summer. Instruments are housed in a stone single storey building of 40 m2. All instruments with the exception of the Meteorological mast operate inside. 4 inlets bring ambient air to the Instruments. Inlet Heads are mildly heated during winter to avoid accumulation of ice. Aerosol instruments are sampling from PM10 heads installed on the ceiling and lines are equipped with Nafion dryers to provide dry aerosol. One of the inlets is dedicated to GreenHouse Gases and Ozone separate sampling lines.,Snow - Dry winter - Hot summer,,"Open (Open flat terrain; grass, few isolated obstacles)",A ridge at highest relative elevation within mountains of high altitude,1.8|250,"EMEP:Operational, GAW Regional:Operational",	2020-10-25,Konstantinos Eleftheriadis
Heraclion,,	2006-04-05,,Operational,Operational,Land (fixed),0-300-1-heraclion|primary,Europe,,Greece,35.300751,25.163781,115,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Heraclioneast,,	2015-12-17,,Operational,Unknown,Land (fixed),0-300-1-heraclioneast|primary,Europe,,Greece,35.328387,25.160483,35,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-18,Nick KALAMARAS
Heraclionport,,	2007-04-28,,Operational,Operational,Land (fixed),0-300-1-heraclionport|primary,Europe,,Greece,35.343358,25.137568,10,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Heraclionwest,,	2013-02-27,,Operational,Operational,Land (fixed),0-300-1-heraclionwest|primary,Europe,,Greece,35.315844,25.092712,85,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Hydra,,	2010-05-12,,Operational,Operational,Land (fixed),0-300-1-hydra|primary,Europe,,Greece,37.352206,23.466739,2,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
IERAPETRA,,	1955-12-31,	2010-11-21,Closed,Unknown,Land (fixed),0-20000-0-16756|primary,Europe,,Greece,35,25.7333333333,13,,,Hellenic National Meteorological Service,,,This station ceased its operation in June 2011.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
IOANNINA (AIRPORT),,	1951-02-01,,Operational,Operational,Land (fixed),0-20000-0-16642|primary,Europe,,Greece,39.6949,20.8193,483.36,,UTC+2,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,81|170,RBON:Operational,	2022-10-19,Nick KALAMARAS
Ierapetra (NOA),,	2008-02-12,,Operational,Operational,Land (fixed),0-300-1-ierapetra|primary,Europe,,Greece,35.010189,25.748991,5,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Igoumenitsa,,	2008-02-12,,Operational,Operational,Land (fixed),0-300-1-igoumenitsa|primary,Europe,,Greece,39.54174858,20.27988194,77,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ikaria,,	1995-05-08,,Operational,Partly operational,Land (fixed),0-300-0-16779|primary,Europe,,Greece,37.6828,26.3448,18.4,,UTC+2,Hellenic National Meteorological Service,,,,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
Ikaria(NOA),,	2009-07-29,,Operational,Unknown,Land (fixed),0-300-1-ikaria|primary,Europe,,Greece,37.600716,26.079964,465,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Iliolousto,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-iliolousto|primary,Europe,,Greece,41.06194444,22.7325,86,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ilioupoli,,	2020-07-27,,Operational,Operational,Land (fixed),0-300-1-ilioupoli|primary,Europe,,Greece,37.93245,23.758403,171,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Imeros,,	2010-07-02,,Operational,Operational,Land (fixed),0-300-1-imeros|primary,Europe,,Greece,40.9557,25.36902,10,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Imittos-dafni,,	2016-06-07,,Operational,Operational,Land (fixed),0-300-1-imittosdafni|primary,Europe,,Greece,37.947343,23.748007,125,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Ioannina (NOA),,	2006-12-23,,Operational,Operational,Land (fixed),0-300-1-ioannina|primary,Europe,,Greece,39.62206178,20.86435094,475,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ios,,	2009-06-20,,Operational,Operational,Land (fixed),0-300-1-ios|primary,Europe,,Greece,36.7234,25.27222,2,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ippokrateios,,	2012-10-12,,Operational,Operational,Land (fixed),0-300-1-ippokrateios|primary,Europe,,Greece,38.195899,23.790606,565,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Iraklia,,	2011-09-01,,Operational,Operational,Land (fixed),0-300-1-iraklia|primary,Europe,,Greece,36.86072,25.46868,24,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Isoma,,	2020-10-19,,Operational,Operational,Land (fixed),0-300-1-isoma|primary,Europe,,Greece,40.98888889,23.1625,565,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Isthmos,,	2007-12-11,,Operational,Operational,Land (fixed),0-300-1-isthmos|primary,Europe,,Greece,37.9512667,22.9599452,6,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Istiaia,,	2020-09-20,,Operational,Operational,Land (fixed),0-300-1-istiaia|primary,Europe,,Greece,38.950389,23.129389,55,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Ithaki,,	2008-07-23,,Operational,Operational,Land (fixed),0-300-1-ithaki|primary,Europe,,Greece,38.364249,20.717326,10,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
KALAMATA (AIRPORT),,	1956-01-01,,Operational,Operational,Land (fixed),0-20000-0-16726|primary,Europe,,Greece,37.0692,22.0226,6.2,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AGRIMET;CLIMAT(C);EVAP;METAR;RBCN;SOILTEMP;SPECI;SUNDUR;SEMI-AUT,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational",	2021-02-04,Nick KALAMARAS
KARPATHOS (AIRPORT),,	1971-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16765|primary,Europe,,Greece,35.4275,27.147,10.5,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SEMI-AUT,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,2|0,RBON:Operational,	2022-10-19,Nick KALAMARAS
KASTELI (AIRPORT),,	1968-07-01,,Operational,Operational,Land (fixed),0-20000-0-16760|primary,Europe,,Greece,35.1888,25.3289,337,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI;EVAP;SUNDUR;CLIMAT(C);SEMI-AUT,,,,,,RBON:Operational,	2022-08-08,Alexander Scheid
