Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
BAILESTI,,	1943-04-01,,Operational,Operational,Land (fixed),0-20000-0-15465|primary,Europe,,Romania,44.0292658083,23.3312240839,57,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR;SOILTEMP;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BAISOARA,,	1941-01-01,,Operational,Operational,Land (fixed),0-20000-0-15163|primary,Europe,,Romania,46.5354712632,23.310232954,1360,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-08-05,Ancuta MANEA
BALEA LAC,,	1978-11-01,,Operational,Unknown,Land (fixed),0-20000-0-15279|primary,Europe,,Romania,45.6039304609,24.6147505485,2070,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Snow survey.,,,,,,GBON:Operational,	2024-07-30,Ancuta MANEA
BANLOC,,	1941-08-01,,Operational,Operational,Land (fixed),0-20000-0-15289|primary,Europe,,Romania,45.3827010758,21.1363985692,83.4,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
BARAOLT,,	1953-01-01,,Operational,Operational,Land (fixed),0-20000-0-15215|primary,Europe,,Romania,46.0807711649,25.59584994,508,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BARLAD,,	1900-01-01,,Operational,Operational,Land (fixed),0-20000-0-15197|primary,Europe,,Romania,46.233050198,27.6444496932,172,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BARNOVA,,	2003-11-01,,Operational,Operational,Land (fixed),0-20000-0-15094|primary,Europe,,Romania,47.012488,27.582481,396,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radar storm and meteorological phenomena detection.,Snow - Fully humid - Warm summer,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within hills of low altitude,,"GBON:Operational, GOS General:Operational, WRO:Operational",	2024-07-25,Ancuta MANEA
BATOS,,	1986-10-01,,Operational,Operational,Land (fixed),0-20000-0-15124|primary,Europe,,Romania,46.8861693577,24.6453747609,449,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BECHET,,	1950-10-01,,Operational,Operational,Land (fixed),0-20000-0-15494|primary,Europe,,Romania,43.7897215766,23.9441860197,36,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BISOCA,,	1984-01-01,,Operational,Operational,Land (fixed),0-20000-0-15285|primary,Europe,,Romania,45.5489008949,26.710345849,850,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BISTRITA,,	1909-01-01,,Operational,Operational,Land (fixed),0-20000-0-15085|primary,Europe,,Romania,47.1491021687,24.5139566618,366,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);GSN;M/B;PH;RBCN;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,111|520,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-24,Ancuta MANEA
BLAJ,,	1929-10-01,,Operational,Operational,Land (fixed),0-20000-0-15209|primary,Europe,,Romania,46.1784379811,23.9351792246,337,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-03-27,Ancuta MANEA
BOITA,,	1938-01-01,,Operational,Operational,Land (fixed),0-20000-0-15277|primary,Europe,,Romania,45.6529638084,24.2715547534,518,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
BOROD,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-15095|primary,Europe,,Romania,46.9936527094,22.5902241962,333,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
BOTOSANI,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15020|primary,Europe,,Romania,47.7356532437,26.6455501701,161,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,136|674,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-24,Ancuta MANEA
BOZOVICI,,	1950-03-01,,Operational,Operational,Land (fixed),0-20000-0-15364|primary,Europe,,Romania,44.9183069357,22.00618488,256,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
BRAILA,,	1888-01-01,,Operational,Operational,Land (fixed),0-20000-0-15333|primary,Europe,,Romania,45.2066017928,27.9197057994,14.52,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
BRASOV-GHIMBAV,,	1871-01-01,,Operational,Operational,Land (fixed),0-20000-0-15300|primary,Europe,,Romania,45.6958549147,25.526183209,534,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: A;AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
BUCIN,,	1977-11-01,,Operational,Operational,Land (fixed),0-20000-0-15148|primary,Europe,,Romania,46.649005211,25.2965138284,1282,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
BUCURESTI AFUMATI,,	1949-07-01,,Operational,Operational,Land (fixed),0-20000-0-15421|primary,Europe,,Romania,44.5000964571,26.2127967631,90,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RAD;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements; Solar radiation measurements; Total radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
BUCURESTI BANEASA,,	1930-01-01,,Operational,Operational,Land (fixed),0-20000-0-15420|primary,Europe,,Romania,44.5104330044,26.0781904077,90,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;CLIMAT(C);M/B;RBCN;RBSN(ST);RSD;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radar storm and meteorological phenomena detection.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, GUAN:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
BUCURESTI FILARET,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15422|primary,Europe,,Romania,44.4120630857,26.093829108,82,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
BUZAU,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15350|primary,Europe,,Romania,45.1326632857,26.8517319231,97,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);M/B;PH;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-24,Ancuta MANEA
CALAFAT,,	1904-03-01,,Operational,Operational,Land (fixed),0-20000-0-15482|primary,Europe,,Romania,43.9848998035,22.9460524002,61,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
CALARASI,,	1898-01-01,,Operational,Operational,Land (fixed),0-20000-0-15460|primary,Europe,,Romania,44.2057385289,27.3383080718,18.72,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,95|392,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-24,Ancuta MANEA
CALIMANI RETITIS,,	1990-01-01,,Operational,Operational,Land (fixed),0-20000-0-15088|primary,Europe,,Romania,47.0979189664,25.24618467,2022,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT; M;MONT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational",	2024-08-02,Ancuta MANEA
CAMPENI,,	1938-01-01,,Operational,Operational,Land (fixed),0-20000-0-15162|primary,Europe,,Romania,46.3638000623,23.0403666648,591,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
CAMPINA,,	1901-01-01,,Operational,Operational,Land (fixed),0-20000-0-15349|primary,Europe,,Romania,45.1437043659,25.7334257925,461,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
CAMPULUNG MUSCEL,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15324|primary,Europe,,Romania,45.2747611745,25.0365990367,680.7,GPS,UTC+2,National Meteorological Administration,,,Observation remarks:AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
CARACAL,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15469|primary,Europe,,Romania,44.1001209118,24.3573089316,106,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
CARANSEBES,,	1921-07-01,,Operational,Operational,Land (fixed),0-20000-0-15292|primary,Europe,,Romania,45.41667,22.22917,241,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;CLIMAT(C);M/B;RBCN;RBSN(S);SUNDUR;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,51|310,"GBON:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
CEAHLAU TOACA,,	1964-01-01,,Operational,Operational,Land (fixed),0-20000-0-15108|primary,Europe,,Romania,46.9775099973,25.9499399749,1897,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; MONT; M/B; SUNDUR;RBSN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station.,,Mosaic forest or shrubland (50-70%) / grassland (20-50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
CERNAVODA,,	1943-07-01,,Operational,Operational,Land (fixed),0-20000-0-15445|primary,Europe,,Romania,44.3456390742,28.0437104417,87.17,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
CHISINEU-CRIS,,	1941-08-01,,Operational,Operational,Land (fixed),0-20000-0-15136|primary,Europe,,Romania,46.5185230273,21.5416603087,96,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
CLUJ-NAPOCA,,	1880-01-01,,Operational,Operational,Land (fixed),0-20000-0-15120|primary,Europe,,Romania,46.7777705044,23.5713052939,410,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;CLIMAT(C);M/B;RAD;RBCN;RBSN(S);SOLRA;SUNDUR;TOTRA; SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,356|744,"GBON:Operational, GCW affiliated station, RBON:Operational",	2024-07-25,Ancuta MANEA
CONSTANTA,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15480|primary,Europe,,Romania,44.2138143888,28.6455646839,12.8,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;C;CLIMAT(C);M/B;RAD;RBCN;RBSN(S);SEA;SEATEMP;SOILTEMP;SOLRA;SUNDUR;TOTRA; AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements; State of sea observations.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,344|679,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
CONSTANTA DIG,,	2018-06-01,,Operational,Operational,Land (fixed),0-642-20000-15483|primary,Europe,,Romania,44.21974,28.64896,0,GPS,UTC+2,National Meteorological Administration,,,AUT,,,,,,"GBON:Operational, GOS General:Operational",	2024-03-26,Ancuta MANEA
CORUGEA,,	1954-02-01,,Operational,Operational,Land (fixed),0-20000-0-15408|primary,Europe,,Romania,44.7343350216,28.34204745,219.2,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
COTNARI,,	1928-10-01,,Operational,Operational,Land (fixed),0-20000-0-15056|primary,Europe,,Romania,47.3583201948,26.9256360357,289,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
CRAIOVA,,	1897-01-01,,Operational,Operational,Land (fixed),0-20000-0-15450|primary,Europe,,Romania,44.310028,23.867083,192,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;CLIMAT(C);M/B;RAD;RBCN;RBSN(S);RSD;SOILTEMP;SOLRA;SUNDUR;TOTRA;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements; Radar storm and meteorolorological phenomena.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBON:Operational, WRO:Operational",	2024-07-25,Ancuta MANEA
CUNTU,,	1956-12-01,,Operational,Operational,Land (fixed),0-20000-0-15316|primary,Europe,,Romania,45.3004800607,22.5014903242,1456,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
CURTEA DE ARGES,,	1933-08-01,,Operational,Operational,Land (fixed),0-20000-0-15347|primary,Europe,,Romania,45.1787908991,24.6697421436,448,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR;SOILTEMP;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes;,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
DARABANI,,	1986-11-01,,Operational,Operational,Land (fixed),0-20000-0-15000|primary,Europe,,Romania,48.1949023042,26.5734788625,259,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
DEJ,,	1952-07-01,,Operational,Operational,Land (fixed),0-20000-0-15083|primary,Europe,,Romania,47.1279938132,23.8988573877,232,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-08-05,Ancuta MANEA
DEVA,,	1921-05-01,,Operational,Operational,Land (fixed),0-20000-0-15230|primary,Europe,,Romania,45.8649230138,22.898806236,240,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;AGRIMET;PH;RAD;RBSN(S);SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radiation measurements.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,95|397,"GBON:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
DRAGASANI,,	1956-01-01,,Operational,Operational,Land (fixed),0-20000-0-15395|primary,Europe,,Romania,44.6654393541,24.2371862568,280,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
DROBETA-TURNU SEVERIN,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15410|primary,Europe,,Romania,44.6264587019,22.6260737132,77,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RBSN(S);SUNDUR;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
DUMBRAVENI,,	1939-09-01,,Operational,Operational,Land (fixed),0-20000-0-15189|primary,Europe,,Romania,46.2278711318,24.5916128495,318,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
DUMBRAVITA DE CODRU,,	1983-01-01,,Operational,Operational,Land (fixed),0-20000-0-15138|primary,Europe,,Romania,46.6446237915,22.1712028507,586,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
